"player_id","team_id","season_name","position","base_salary","guaranteed_compensation","mlspa_release","competition"
"0Oq63n7Q6D","mKAqBBmqbg",2013,"F",237276,262276,"2013-08-01","mls"
"0Oq63n7Q6D","mKAqBBmqbg",2013,"F",237276,262276,"2013-09-15","mls"
"0Oq63oxzQ6","KAqBN0Vqbg",2022,"D",65500,65500,"2022-09-02","mls"
"0Oq63P32Q6","mKAqBBmqbg",2020,"D",63547,63547,"2020-12-01","mls"
"0Oq63P32Q6","mKAqBBmqbg",2021,"D",66724,66724,"2021-04-15","mls"
"0Oq63P32Q6","mKAqBBmqbg",2021,"D",66724,66724,"2021-09-30","mls"
"0Oq63P32Q6","mKAqBBmqbg",2022,"D",197950,197950,"2022-04-15","mls"
"0Oq63P32Q6","mKAqBBmqbg",2022,"D",197950,197950,"2022-09-02","mls"
"0Oq63pJdQ6","APk5LGOMOW",2020,"D",81375,85542,"2020-12-01","mls"
"0Oq63v4rQ6","0KPqjA456v",2020,"D",81375,84375,"2020-12-01","mls"
"0Oq63v4rQ6","0KPqjA456v",2021,"D",85000,88000,"2021-04-15","mls"
"0Oq63v4rQ6","0KPqjA456v",2021,"D",85000,88000,"2021-09-30","mls"
"0Oq63v4rQ6","0KPqjA456v",2022,"D",1e+05,103000,"2022-04-15","mls"
"0Oq63v4rQ6","0KPqjA456v",2022,"D",1e+05,103000,"2022-09-02","mls"
"0Oq63Ym2Q6","19vQ2095K6",2022,"M",65500,65500,"2022-04-15","mls"
"0Oq63Ym2Q6","19vQ2095K6",2022,"M",65500,65500,"2022-09-02","mls"
"0Oq67EgQ6D","Z2vQ1xlqrA",2013,"D",180000,180000,"2013-05-01","mls"
"0Oq67EgQ6D","Z2vQ1xlqrA",2013,"D",180000,180000,"2013-08-01","mls"
"0Oq67EgQ6D","Z2vQ1xlqrA",2013,"D",180000,180000,"2013-09-15","mls"
"0Oq67EgQ6D","Z2vQ1xlqrA",2014,"D",2e+05,2e+05,"2014-04-01","mls"
"0Oq67EgQ6D","Z2vQ1xlqrA",2014,"D",6e+05,633250,"2014-09-15","mls"
"0Oq67EgQ6D","Z2vQ1xlqrA",2015,"D",650000,683250,"2015-07-15","mls"
"0Oq67EgQ6D","Z2vQ1xlqrA",2015,"D",650000,683250,"2015-09-15","mls"
"0Oq67EgQ6D","Z2vQ1xlqrA",2016,"D",7e+05,733250,"2016-05-15","mls"
"0Oq67EgQ6D","Z2vQ1xlqrA",2016,"D",7e+05,733250,"2016-09-15","mls"
"0Oq67EgQ6D","Z2vQ1xlqrA",2017,"D",725000,758250,"2017-04-15","mls"
"0Oq67EgQ6D","Z2vQ1xlqrA",2017,"D",725000,758250,"2017-09-15","mls"
"0Oq67EgQ6D","Z2vQ1xlqrA",2018,"D",750000,783250,"2018-05-01","mls"
"0Oq67EgQ6D","Z2vQ1xlqrA",2018,"D",750000,783250,"2018-09-15","mls"
"0Oq67EgQ6D","Z2vQ1xlqrA",2019,"D",574998,674998,"2019-06-01","mls"
"0Oq67EgQ6D","Z2vQ1xlqrA",2019,"D",574998,674998,"2019-09-13","mls"
"0Oq67EgQ6D","Z2vQ1xlqrA",2020,"D",575000,675000,"2020-12-01","mls"
"0Oq67EgQ6D","gpMOLwl5zy",2021,"D",650000,650000,"2021-04-15","mls"
"0Oq67EgQ6D","gpMOLwl5zy",2021,"D",650000,650000,"2021-09-30","mls"
"0Oq67k7Q6D","4wM42l4qjB",2013,"F",125000,156364,"2013-05-01","mls"
"0Oq67k7Q6D","4wM42l4qjB",2013,"F",125000,156364,"2013-08-01","mls"
"0Oq67k7Q6D","4wM42l4qjB",2013,"F",125000,156364,"2013-09-15","mls"
"0Oq67k7Q6D","jYQJ19EqGR",2014,"F",65000,70000,"2014-04-01","mls"
"0Oq67k7Q6D","jYQJ19EqGR",2014,"F",65000,70000,"2014-09-15","mls"
"0Oq67xxQ6D","a2lqRX2Mr0",2013,"M",65000,71428.5,"2013-05-01","mls"
"0Oq67xxQ6D","a2lqRX2Mr0",2013,"M",65000,71428.5,"2013-08-01","mls"
"0Oq67xxQ6D","a2lqRX2Mr0",2013,"M",65000,71428.5,"2013-09-15","mls"
"0Oq67xxQ6D","0KPqjA456v",2014,"M",65000,68415.2,"2014-04-01","mls"
"0Oq67xxQ6D","0KPqjA456v",2014,"M",65000,68415.2,"2014-09-15","mls"
"0Oq6aoX56D","mvzqoLZQap",2015,"M",235000,253750,"2015-07-15","mls"
"0Oq6aoX56D","mvzqoLZQap",2015,"M",201429,220179,"2015-09-15","mls"
"0Oq6aoX56D","mvzqoLZQap",2016,"M",235000,263350,"2016-05-15","mls"
"0Oq6aoX56D","mvzqoLZQap",2016,"M",235000,263350,"2016-09-15","mls"
"0Oq6bAPq6D","kaDQ0wRqEv",2022,"F",3e+06,3e+06,"2022-04-15","mls"
"0Oq6bAPq6D","kaDQ0wRqEv",2022,"F",3e+06,4508330,"2022-09-02","mls"
"0Oq6BKAq6D","kRQabn8MKZ",2018,"GK",67500,67500,"2018-05-01","mls"
"0Oq6BKAq6D","kRQabn8MKZ",2018,"GK",67500,67500,"2018-09-15","mls"
"0Oq6BKAq6D","kRQabn8MKZ",2019,"GK",70875,70875,"2019-06-01","mls"
"0Oq6BKAq6D","kRQabn8MKZ",2019,"GK",70875,70875,"2019-09-13","mls"
"0Oq6BKAq6D",NA,2020,"GK",81375,81375,"2020-12-01","mls"
"0Oq6ebd56D","jYQJ19EqGR",2014,"M",75000,75000,"2014-04-01","mls"
"0Oq6ebd56D","jYQJ19EqGR",2014,"M",75000,75000,"2014-09-15","mls"
"0Oq6ebd56D","jYQJ19EqGR",2015,"M",75000,75000,"2015-07-15","mls"
"0Oq6ebd56D","jYQJ19EqGR",2015,"M",75000,75000,"2015-09-15","mls"
"0Oq6ebd56D","pzeQZ6xQKw",2016,"M",110000,110000,"2016-05-15","mls"
"0Oq6ebd56D","pzeQZ6xQKw",2016,"M",110000,110000,"2016-09-15","mls"
"0Oq6ENn256","0KPqjA456v",2018,"F",54500,54500,"2018-05-01","mls"
"0Oq6ENn256","0KPqjA456v",2018,"F",54500,54500,"2018-09-15","mls"
"0Oq6ENn256","eVq3ya6MWO",2020,"F",81375,81375,"2020-12-01","mls"
"0Oq6ENn256","eVq3ya6MWO",2021,"F",85444,85444,"2021-04-15","mls"
"0Oq6ENn256","eVq3ya6MWO",2021,"F",85444,85444,"2021-09-30","mls"
"0Oq6ENn256","eVq3ya6MWO",2022,"F",93988,93988,"2022-04-15","mls"
"0Oq6ENn256","a2lqR4JMr0",2022,"F",93988,93988,"2022-09-02","mls"
"0Oq6ERe256","lgpMOvnQzy",2020,"M",63547,63547,"2020-12-01","mls"
"0Oq6ERe256","lgpMOvnQzy",2021,"M",66724,66724,"2021-04-15","mls"
"0Oq6ERe256","lgpMOvnQzy",2021,"M",66724,66724,"2021-09-30","mls"
"0Oq6Ervr56","eVq3ya6MWO",2018,"M",54500,56166.7,"2018-05-01","mls"
"0Oq6Ervr56","eVq3ya6MWO",2018,"M",54500,56166.7,"2018-09-15","mls"
"0Oq6Ervr56","eVq3ya6MWO",2019,"M",80000,81667,"2019-06-01","mls"
"0Oq6l2JzM6","kRQabn8MKZ",2016,"M",180000,193333,"2016-09-15","mls"
"0Oq6l2JzM6","kRQabn8MKZ",2017,"M",189000,202333,"2017-04-15","mls"
"0Oq6l2JzM6","kRQabn8MKZ",2017,"M",189000,202333,"2017-09-15","mls"
"0Oq6l8YgM6","kRQand1MKZ",2019,"D",305000,411833,"2019-06-01","mls"
"0Oq6l8YgM6","kRQand1MKZ",2019,"D",305000,411833,"2019-09-13","mls"
"0Oq6l8YgM6","kRQand1MKZ",2020,"D",4e+05,499250,"2020-12-01","mls"
"0Oq6l8YgM6","kRQand1MKZ",2021,"D",6e+05,699250,"2021-04-15","mls"
"0Oq6l8YgM6","kRQand1MKZ",2021,"D",6e+05,699250,"2021-09-30","mls"
"0Oq6l8YgM6","kRQand1MKZ",2022,"D",720000,819250,"2022-04-15","mls"
"0Oq6l8YgM6","kRQand1MKZ",2022,"D",720000,819250,"2022-09-02","mls"
"0Oq6la47M6","a2lqR4JMr0",2015,"M",60000,64166.7,"2015-07-15","mls"
"0Oq6la47M6","a2lqR4JMr0",2015,"M",60000,64166.7,"2015-09-15","mls"
"0Oq6lagAM6","kRQabn8MKZ",2017,"GK",65004,65004,"2017-04-15","mls"
"0Oq6lagAM6","kRQabn8MKZ",2017,"GK",65004,65004,"2017-09-15","mls"
"0Oq6lakAM6","pzeQZ6xQKw",2015,"D",60000,60000,"2015-07-15","mls"
"0Oq6lB9PM6","EKXMeX3Q64",2014,"F",36500,36500,"2014-04-01","mls"
"0Oq6lBP2M6","WBLMvYAQxe",2014,"F",75000,113000,"2014-04-01","mls"
"0Oq6lBP2M6","WBLMvYAQxe",2014,"F",75000,113000,"2014-09-15","mls"
"0Oq6lBP2M6","WBLMvYAQxe",2015,"F",85000,123000,"2015-07-15","mls"
"0Oq6lDAgM6","APk5LGOMOW",2017,"D",324000,324000,"2017-09-15","mls"
"0Oq6lE7xM6","mvzqoLZQap",2013,"M",46500,46500,"2013-05-01","mls"
"0Oq6lE7xM6","mvzqoLZQap",2013,"M",46500,46500,"2013-08-01","mls"
"0Oq6lE7xM6","mvzqoLZQap",2013,"M",46500,46500,"2013-09-15","mls"
"0Oq6lE7xM6","mvzqoLZQap",2014,"M",48825,48825,"2014-04-01","mls"
"0Oq6lE7xM6","mvzqoLZQap",2014,"M",48825,48825,"2014-09-15","mls"
"0Oq6lE7xM6","Z2vQ1xlqrA",2015,"M",135000,135000,"2015-07-15","mls"
"0Oq6lE7xM6","Z2vQ1xlqrA",2015,"M",135000,135000,"2015-09-15","mls"
"0Oq6lE7xM6","Z2vQ1xlqrA",2016,"M",132624,132624,"2016-05-15","mls"
"0Oq6lE7xM6","Z2vQ1xlqrA",2016,"M",132624,132624,"2016-09-15","mls"
"0Oq6lE7xM6","kRQand1MKZ",2017,"M",105000,105000,"2017-04-15","mls"
"0Oq6lE7xM6","kRQand1MKZ",2017,"M",105000,105000,"2017-09-15","mls"
"0Oq6lgl6M6","mvzqoLZQap",2016,"D",200004,207504,"2016-09-15","mls"
"0Oq6lgl6M6","mvzqoLZQap",2017,"D",235000,242500,"2017-04-15","mls"
"0Oq6lj26M6","kaDQ0wRqEv",2014,"F",50000,50000,"2014-04-01","mls"
"0Oq6lJPzM6","kaDQ0wRqEv",2019,"M",550000,550000,"2019-06-01","mls"
"0Oq6lJPzM6","kaDQ0wRqEv",2019,"M",550000,578500,"2019-09-13","mls"
"0Oq6lJPzM6","kaDQ0wRqEv",2020,"M",6e+05,628500,"2020-12-01","mls"
"0Oq6lJPzM6","YgOMngl5wN",2021,"M",275000,290000,"2021-04-15","mls"
"0Oq6lJPzM6","YgOMngl5wN",2021,"M",275000,290000,"2021-09-30","mls"
"0Oq6lJPzM6",NA,2022,"M",3e+05,315000,"2022-04-15","mls"
"0Oq6lJPzM6",NA,2022,"M",3e+05,315000,"2022-09-02","mls"
"0Oq6lLZgM6","WBLMvYAQxe",2013,"F",2e+05,2e+05,"2013-09-15","mls"
"0Oq6lLZgM6","WBLMvYAQxe",2014,"F",2e+05,2e+05,"2014-04-01","mls"
"0Oq6lLZgM6","WBLMvYAQxe",2014,"F",2e+05,2e+05,"2014-09-15","mls"
"0Oq6lLZgM6","WBLMvYAQxe",2015,"F",2e+05,2e+05,"2015-07-15","mls"
"0Oq6lLZgM6","WBLMvYAQxe",2015,"F",2e+05,2e+05,"2015-09-15","mls"
"0Oq6lLZgM6","mKAqBBmqbg",2016,"F",250000,250000,"2016-05-15","mls"
"0Oq6lLZgM6","mKAqBBmqbg",2016,"F",250000,250000,"2016-09-15","mls"
"0Oq6lLZgM6","mKAqBBmqbg",2017,"F",3e+05,3e+05,"2017-04-15","mls"
"0Oq6lLZgM6","mKAqBBmqbg",2017,"F",3e+05,560000,"2017-09-15","mls"
"0Oq6lLZgM6","mKAqBBmqbg",2018,"F",7e+05,781000,"2018-05-01","mls"
"0Oq6lLZgM6","mKAqBBmqbg",2018,"F",7e+05,781000,"2018-09-15","mls"
"0Oq6lLZgM6","APk5LGOMOW",2019,"F",9e+05,1071000,"2019-06-01","mls"
"0Oq6lLZgM6","APk5LGOMOW",2019,"F",9e+05,1071000,"2019-09-13","mls"
"0Oq6lLZgM6","APk5LGOMOW",2020,"F",1400000,1601000,"2020-12-01","mls"
"0Oq6lLZgM6","YgOMngl5wN",2021,"F",1136130,1270150,"2021-04-15","mls"
"0Oq6lLZgM6","YgOMngl5wN",2021,"F",1136130,1270150,"2021-09-30","mls"
"0Oq6lLZgM6","gpMOLwl5zy",2022,"F",625000,661250,"2022-04-15","mls"
"0Oq6lLZgM6","gpMOLwl5zy",2022,"F",625000,661250,"2022-09-02","mls"
"0Oq6lm4zM6","zeQZkL1MKw",2020,"M",3050000,3350000,"2020-12-01","mls"
"0Oq6lm4zM6","zeQZkL1MKw",2021,"M",3050000,3350000,"2021-04-15","mls"
"0Oq6lm4zM6","zeQZkL1MKw",2021,"M",3050000,3350000,"2021-09-30","mls"
"0Oq6lm4zM6","zeQZkL1MKw",2022,"M",3050000,3350000,"2022-04-15","mls"
"0Oq6lm4zM6","zeQZkL1MKw",2022,"M",3050000,3350000,"2022-09-02","mls"
"0Oq6ln0zM6","kRQabn8MKZ",2013,"F",46500,46500,"2013-05-01","mls"
"0Oq6ln0zM6","kRQabn8MKZ",2013,"F",46500,46500,"2013-08-01","mls"
"0Oq6ln0zM6","kRQabn8MKZ",2013,"F",46500,46500,"2013-09-15","mls"
"0Oq6ln0zM6","a2lqR4JMr0",2016,"F",62500,62500,"2016-05-15","mls"
"0Oq6ln0zM6","a2lqR4JMr0",2016,"F",62500,62500,"2016-09-15","mls"
"0Oq6ln0zM6","NWMWlBK5lz",2019,"F",70250,73850,"2019-06-01","mls"
"0Oq6lnBrM6","pzeQZ6xQKw",2015,"F",65004,65004,"2015-07-15","mls"
"0Oq6lnBrM6","pzeQZ6xQKw",2015,"F",65004,65004,"2015-09-15","mls"
"0Oq6lnBrM6","pzeQZ6xQKw",2016,"F",85000,85000,"2016-05-15","mls"
"0Oq6lnBrM6","X0Oq66zq6D",2016,"F",85000,85000,"2016-09-15","mls"
"0Oq6lnBrM6","X0Oq66zq6D",2017,"F",275000,328312,"2017-04-15","mls"
"0Oq6lnBrM6","X0Oq66zq6D",2017,"F",275000,328312,"2017-09-15","mls"
"0Oq6lnBrM6","X0Oq66zq6D",2018,"F",3e+05,353312,"2018-05-01","mls"
"0Oq6lnBrM6","X0Oq66zq6D",2018,"F",3e+05,353312,"2018-09-15","mls"
"0Oq6lnlrM6","WBLMvYAQxe",2021,"D",105255,105255,"2021-04-15","mls"
"0Oq6lnlrM6","WBLMvYAQxe",2021,"D",105255,105255,"2021-09-30","mls"
"0Oq6lnlrM6","WBLMvYAQxe",2022,"D",85000,85000,"2022-04-15","mls"
"0Oq6lnlrM6","WBLMvYAQxe",2022,"D",85000,85000,"2022-09-02","mls"
"0Oq6lp3AM6","9z5k7Yg5A3",2013,"F",48400,48400,"2013-05-01","mls"
"0Oq6lp3AM6","9z5k7Yg5A3",2013,"F",48400,48400,"2013-08-01","mls"
"0Oq6lp3AM6","9z5k7Yg5A3",2013,"F",48400,48400,"2013-09-15","mls"
"0Oq6lp3AM6","9z5k7Yg5A3",2014,"F",54450,54450,"2014-04-01","mls"
"0Oq6lp3AM6","9z5k7Yg5A3",2014,"F",54450,54450,"2014-09-15","mls"
"0Oq6lp3AM6","9z5k7Yg5A3",2015,"F",60000,60000,"2015-07-15","mls"
"0Oq6lp3AM6","9z5k7Yg5A3",2015,"F",60000,60000,"2015-09-15","mls"
"0Oq6lp3XM6","a2lqR4JMr0",2013,"M",71500,97500,"2013-05-01","mls"
"0Oq6lp3XM6","a2lqR4JMr0",2013,"M",71500,97500,"2013-08-01","mls"
"0Oq6lp3XM6","a2lqR4JMr0",2013,"M",71500,97500,"2013-09-15","mls"
"0Oq6lp3XM6","pzeQZ6xQKw",2018,"M",67500,67500,"2018-05-01","mls"
"0Oq6lp3XM6","pzeQZ6xQKw",2018,"M",67500,67500,"2018-09-15","mls"
"0Oq6LpLgM6","9z5k7Yg5A3",2021,"D",63547,71615,"2021-04-15","mls"
"0Oq6LpLgM6","9z5k7Yg5A3",2021,"D",63547,71615,"2021-09-30","mls"
"0Oq6LpLgM6","9z5k7Yg5A3",2022,"D",85444,99169,"2022-04-15","mls"
"0Oq6LpLgM6","9z5k7Yg5A3",2022,"D",85444,99169,"2022-09-02","mls"
"0Oq6lrerM6","X0Oq66zq6D",2020,"M",1320000,1870670,"2020-12-01","mls"
"0Oq6lrerM6","X0Oq66zq6D",2021,"M",2058000,2358670,"2021-04-15","mls"
"0Oq6lrerM6","X0Oq66zq6D",2021,"M",2058000,2358670,"2021-09-30","mls"
"0Oq6lrerM6","X0Oq66zq6D",2022,"M",2060000,2360670,"2022-04-15","mls"
"0Oq6lrerM6","X0Oq66zq6D",2022,"M",2060000,2360670,"2022-09-02","mls"
"0Oq6lw6M6D","Vj58weDM8n",2015,"M",6e+06,6e+06,"2015-07-15","mls"
"0Oq6lw6M6D","Vj58weDM8n",2015,"M",6e+06,6e+06,"2015-09-15","mls"
"0Oq6lw6M6D","Vj58weDM8n",2016,"M",6e+06,6e+06,"2016-05-15","mls"
"0Oq6lw6M6D","Vj58weDM8n",2016,"M",6e+06,6e+06,"2016-09-15","mls"
"0Oq6lWB2M6","mvzqoLZQap",2015,"M",1e+05,110000,"2015-07-15","mls"
"0Oq6lWB2M6","mvzqoLZQap",2015,"M",1e+05,110000,"2015-09-15","mls"
"0Oq6lWB2M6","mvzqoLZQap",2016,"M",110000,120000,"2016-05-15","mls"
"0Oq6lWB2M6","mvzqoLZQap",2016,"M",110000,120000,"2016-09-15","mls"
"0Oq6lWB2M6","pzeQZ6xQKw",2017,"M",160000,170000,"2017-04-15","mls"
"0Oq6lWB2M6","pzeQZ6xQKw",2017,"M",160000,170000,"2017-09-15","mls"
"0Oq6lYbAM6","YgOMngl5wN",2013,"M",192000,192000,"2013-05-01","mls"
"0Oq6lyNdM6","mvzqoLZQap",2013,"M",1e+05,127000,"2013-05-01","mls"
"0Oq6lyNdM6","mvzqoLZQap",2013,"M",1e+05,127000,"2013-08-01","mls"
"0Oq6lyNdM6","mvzqoLZQap",2013,"M",1e+05,127000,"2013-09-15","mls"
"0Oq6lyNdM6","mvzqoLZQap",2014,"M",125000,152000,"2014-04-01","mls"
"0Oq6lyNdM6","mvzqoLZQap",2014,"M",125000,152000,"2014-09-15","mls"
"0Oq6lyNdM6","mvzqoLZQap",2015,"M",137500,164500,"2015-07-15","mls"
"0Oq6lyNdM6","mvzqoLZQap",2015,"M",137500,164500,"2015-09-15","mls"
"0Oq6lyNdM6","mvzqoLZQap",2016,"M",151250,178250,"2016-05-15","mls"
"0Oq6lyNdM6","mvzqoLZQap",2016,"M",151250,178250,"2016-09-15","mls"
"0Oq6lyNdM6","mvzqoLZQap",2017,"M",3e+05,350000,"2017-04-15","mls"
"0Oq6lyNdM6","mvzqoLZQap",2017,"M",3e+05,350000,"2017-09-15","mls"
"0Oq6lyNdM6","mvzqoLZQap",2018,"M",500004,550004,"2018-05-01","mls"
"0Oq6lyNdM6","mvzqoLZQap",2018,"M",500004,550004,"2018-09-15","mls"
"0Oq6lyNdM6","mvzqoLZQap",2019,"M",549996,593746,"2019-06-01","mls"
"0Oq6lyNdM6","mvzqoLZQap",2019,"M",549996,593746,"2019-09-13","mls"
"0Oq6lyNdM6","zeQZkL1MKw",2020,"M",6e+05,643750,"2020-12-01","mls"
"0Oq6lyNdM6","kRQand1MKZ",2021,"M",747500,747500,"2021-04-15","mls"
"0Oq6lyNdM6","kRQand1MKZ",2021,"M",747500,747500,"2021-09-30","mls"
"0Oq6lyNdM6","kRQand1MKZ",2022,"M",784875,784875,"2022-04-15","mls"
"0Oq6lyNdM6","kRQand1MKZ",2022,"M",784875,784875,"2022-09-02","mls"
"0Oq6lyX7M6","a2lqRX2Mr0",2013,"F",35125,35125,"2013-05-01","mls"
"0Oq6lyX7M6","a2lqRX2Mr0",2013,"F",35125,35125,"2013-08-01","mls"
"0Oq6lyX7M6","a2lqRX2Mr0",2013,"F",35125,35125,"2013-09-15","mls"
"0Oq6lyX7M6","X0Oq66zq6D",2019,"M",70250,72750,"2019-06-01","mls"
"0Oq6lyX7M6","X0Oq66zq6D",2019,"M",70250,72750,"2019-09-13","mls"
"0Oq6m0z56D","a2lqR4JMr0",2013,"M",3e+05,3e+05,"2013-05-01","mls"
"0Oq6m0z56D","a2lqR4JMr0",2013,"M",3e+05,3e+05,"2013-08-01","mls"
"0Oq6m0z56D","a2lqR4JMr0",2013,"M",3e+05,3e+05,"2013-09-15","mls"
"0Oq6m0z56D","a2lqR4JMr0",2014,"M",3e+05,3e+05,"2014-04-01","mls"
"0Oq6m0z56D","a2lqR4JMr0",2014,"M",3e+05,3e+05,"2014-09-15","mls"
"0Oq6m0z56D","a2lqR4JMr0",2015,"M",3e+05,3e+05,"2015-07-15","mls"
"0Oq6m0z56D","a2lqR4JMr0",2015,"M",3e+05,3e+05,"2015-09-15","mls"
"0Oq6m0z56D","a2lqR4JMr0",2016,"M",590000,590000,"2016-05-15","mls"
"0Oq6m0z56D","a2lqR4JMr0",2016,"M",590000,590000,"2016-09-15","mls"
"0Oq6m0z56D","a2lqR4JMr0",2017,"M",3e+05,315000,"2017-04-15","mls"
"0Oq6m0z56D","mKAqBBmqbg",2017,"M",3e+05,315000,"2017-09-15","mls"
"0Oq6O0XQ6D","NWMWlBK5lz",2019,"M",250000,280833,"2019-06-01","mls"
